doctype,subtype,path,filename,ext
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\09_Koel-1_Time ASCII_22-01-2015.ASC,09_Koel-1_Time ASCII_22-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\10_Koel-1_Time ASCII_23-01-2015.ASC,10_Koel-1_Time ASCII_23-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\11_Koel-1_Time ASCII_24-01-2015.ASC,11_Koel-1_Time ASCII_24-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\12_Koel-1_Time ASCII_25-01-2015.ASC,12_Koel-1_Time ASCII_25-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\13_Koel-1_Time ASCII_26-01-2015.ASC,13_Koel-1_Time ASCII_26-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\14_Koel-1_Time ASCII_27-01-2015.ASC,14_Koel-1_Time ASCII_27-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\15_Koel-1_Time ASCII_28-01-2015.ASC,15_Koel-1_Time ASCII_28-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\16_Koel-1_Time ASCII_29-01-2015.ASC,16_Koel-1_Time ASCII_29-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\17_Koel-1_Time ASCII_30-01-2015.ASC,17_Koel-1_Time ASCII_30-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\18_Koel-1_Time ASCII_31-01-2015.ASC,18_Koel-1_Time ASCII_31-01-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\19_Koel-1_Time ASCII_01-02-2015.ASC,19_Koel-1_Time ASCII_01-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\20_Koel-1_Time ASCII_02-02-2015.ASC,20_Koel-1_Time ASCII_02-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\21_Koel-1_Time ASCII_03-02-2015.ASC,21_Koel-1_Time ASCII_03-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\22_Koel-1_Time ASCII_04-02-2015.ASC,22_Koel-1_Time ASCII_04-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\23_Koel-1_Time ASCII_05-02-2015.ASC,23_Koel-1_Time ASCII_05-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\24_Koel-1_Time ASCII_06-02-2015.ASC,24_Koel-1_Time ASCII_06-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\25_Koel-1_Time ASCII_07-02-2015.ASC,25_Koel-1_Time ASCII_07-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\26_Koel-1_Time ASCII_08-02-2015.ASC,26_Koel-1_Time ASCII_08-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\27_Koel-1_Time ASCII_09-02-2015.ASC,27_Koel-1_Time ASCII_09-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\28_Koel-1_Time ASCII_10-02-2015.ASC,28_Koel-1_Time ASCII_10-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\29_Koel-1_Time ASCII_11-02-2015.ASC,29_Koel-1_Time ASCII_11-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\30_Koel-1_Time ASCII_12-02-2015.ASC,30_Koel-1_Time ASCII_12-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\31_Koel-1_Time ASCII_13-02-2015.ASC,31_Koel-1_Time ASCII_13-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\32_Koel-1_Time ASCII_14-02-2015.ASC,32_Koel-1_Time ASCII_14-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\33_Koel-1_Time ASCII_15-02-2015.ASC,33_Koel-1_Time ASCII_15-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\34_Koel-1_Time ASCII_16-02-2015.ASC,34_Koel-1_Time ASCII_16-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\35_Koel-1_Time ASCII_17-02-2015.ASC,35_Koel-1_Time ASCII_17-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\36_Koel-1_Time ASCII_18-02-2015.ASC,36_Koel-1_Time ASCII_18-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\37_Koel-1_Time ASCII_19-02-2015.ASC,37_Koel-1_Time ASCII_19-02-2015.ASC,ASC
well log,log,\Koel-1\P00705481\06_Time_Ascii_backups\37_Koel-1_Time ASCII_19-02-2015_2.ASC,37_Koel-1_Time ASCII_19-02-2015_2.ASC,ASC
well log,log,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R3_HGNS-CMR-GR\KOEL-1_S1_R3_CMR-GR_DLIS_MainPass_OnDepthField.dlis,KOEL-1_S1_R3_CMR-GR_DLIS_MainPass_OnDepthField.dlis,dlis
well log,log,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R3_HGNS-CMR-GR\KOEL-1_S1_R3_CMR-GR_DLIS_RepeatPass_OnDepthField.dlis,KOEL-1_S1_R3_CMR-GR_DLIS_RepeatPass_OnDepthField.dlis,dlis
well log,log,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R3_HGNS-CMR-GR\KOEL-1_S1_R3_CMR-GR_LAS_MainPass_OnDepthField.las,KOEL-1_S1_R3_CMR-GR_LAS_MainPass_OnDepthField.las,las
well log,log,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R3_HGNS-CMR-GR\KOEL-1_S1_R3_CMR-GR_LAS_RepeatPass_OnDepthField.las,KOEL-1_S1_R3_CMR-GR_LAS_RepeatPass_OnDepthField.las,las
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta002.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta002.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta003.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta003.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta004.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta004.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta005.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta005.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta006.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta006.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta007.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta007.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta008.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta008.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta009.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta009.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta010.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta010.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta011.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta011.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta012.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta012.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta013.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta013.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta014.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta014.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta015.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta015.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta016.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta016.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta017.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta017.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta018.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta018.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta019.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta019.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta020.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta020.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta021.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta021.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta022.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta022.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta023.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta023.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta024.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta024.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta025.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta025.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta026.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta026.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta027.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta027.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta028.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta028.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta029.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta029.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta030.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta030.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta031.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta031.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta032.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta032.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta033.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta033.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta034.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta034.dlis,dlis
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Client_Data\S1R4_MDT-GR\KOEL-1_S1_R4_MDT-GR_DLIS_Sta035.dlis,KOEL-1_S1_R4_MDT-GR_DLIS_Sta035.dlis,dlis
well log,log,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Prints\S1R3_HGNS-CMR-GR\KOEL-1_S1_R3_CMR-GR_PDF_CMR-Print.Pdf,KOEL-1_S1_R3_CMR-GR_PDF_CMR-Print.Pdf,Pdf
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Prints\S1R4_MDT-GR\KOEL-1_S1_R4_CMR-GR_PDF_Pretest-Print.pdf,KOEL-1_S1_R4_CMR-GR_PDF_Pretest-Print.pdf,pdf
operations and drilling,operations and drilling,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150227_MUR_Koel-1_Final_Deliverables_REW_T8997\Client\Reports\EOWR_Murphy_Koel-1_Rev1.pdf,EOWR_Murphy_Koel-1_Rev1.pdf,pdf
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150228_MUR_Koel-1_S1R4_MDT_Lvl0_Report_PTS_T8996\Report\Murphy Koel-1 MDT Lvl0 Report.pdf,Murphy Koel-1 MDT Lvl0 Report.pdf,pdf
well report,well test,\Koel-1\P00705482\Koel-1_Wirleine_Data_and_Reports\20150228_MUR_Koel-1_S1R4_MDT_Lvl0_Report_PTS_T8996\Report\Murphy Koel-1 MDT Lvl0 ReportQC.pdf,Murphy Koel-1 MDT Lvl0 ReportQC.pdf,pdf
well report,unknown,\Lilac-1\D00016686\DAR1369\Dar1369.pdf,Dar1369.pdf,pdf
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Dunsborough-1\Dunsborough-1_Geotech_CSIA.pdf,Dunsborough-1_Geotech_CSIA.pdf,pdf
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Dunsborough-1\Dunsborough-1_Geotech_CSIA.xls,Dunsborough-1_Geotech_CSIA.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Dunsborough-1\Dunsborough-1_sat_data.xls,Dunsborough-1_sat_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Dunsborough-1\Dunsborough-1_wo_data.xls,Dunsborough-1_wo_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Frankland-1\Frankland-1_Geotech_CSIA.pdf,Frankland-1_Geotech_CSIA.pdf,pdf
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Frankland-1\Frankland-1_Geotech_CSIA.xls,Frankland-1_Geotech_CSIA.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Frankland-1\Frankland-1_sat_data.xls,Frankland-1_sat_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Frankland-1\Frankland-1_wo_data.xls,Frankland-1_wo_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Lilac-1\Lilac-1 sample summary sheet.xls,Lilac-1 sample summary sheet.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Lilac-1\Lilac-1_sat_data.xls,Lilac-1_sat_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_1\Lilac-1\Lilac-1_xt_data.xls,Lilac-1_xt_data.xls,xls
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_2\Geotech_workflow.pdf,Geotech_workflow.pdf,pdf
well log,log,\Lilac-1\D00016686\DAR1369\Data\Appendix_3\Approval G32222.PDF,Approval G32222.PDF,PDF
well report,unknown,\Lilac-1\D00016886\DAR1578\P5286R1A9.pdf,P5286R1A9.pdf,pdf
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Composite_200.PDF,Lilac_1_S1R1_Composite_200.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Composite_500.PDF,Lilac_1_S1R1_Composite_500.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Nuclear_200.PDF,Lilac_1_S1R1_Nuclear_200.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Nuclear_500.PDF,Lilac_1_S1R1_Nuclear_500.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_QuadCombo_Main_Customer_057PUC.PDS,Lilac_1_S1R1_QuadCombo_Main_Customer_057PUC.PDS,PDS
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_QuadCombo_Repeat_Customer_058PUC.PDS,Lilac_1_S1R1_QuadCombo_Repeat_Customer_058PUC.PDS,PDS
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Resistivity_200.PDF,Lilac_1_S1R1_Resistivity_200.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Resistivity_500.PDF,Lilac_1_S1R1_Resistivity_500.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Sonic_200.PDF,Lilac_1_S1R1_Sonic_200.PDF,PDF
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run1\Lilac_1_S1R1_Sonic_500.PDF,Lilac_1_S1R1_Sonic_500.PDF,PDF
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey.PDS,Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey.PDS,PDS
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey_Repeat.PDS,Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey_Repeat.PDS,PDS
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_Correlation_Log.PDS,Lilac_1_Suite1_Run2_CSAT_GR_Correlation_Log.PDS,PDS
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_DCS_A1_well_seismic3.xls,Lilac_1_Suite1_Run2_CSAT_GR_DCS_A1_well_seismic3.xls,xls
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\SEGY\DO_SEGY_LOG.TXT,DO_SEGY_LOG.TXT,TXT
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\SEGY\SEGY_HELP.TXT,SEGY_HELP.TXT,TXT
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\SEGY\SEGY_VER_LOG.TXT,SEGY_VER_LOG.TXT,TXT
operations and drilling,seismic,\Lilac-1\P00596476\Client_Data\Suite1_Run2\SEGY\SEGY_WRT_LOG.TXT,SEGY_WRT_LOG.TXT,TXT
well log,log,\Lilac-1\P00596476\Client_Data\Suite1_Run3\Lilac_1_Suite1_Run3_CST_GR_Correlation_Log.PDS,Lilac_1_Suite1_Run3_CST_GR_Correlation_Log.PDS,PDS
operations and drilling,seismic,\Lilac-1\P00596476\Prints\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey.PDF,Lilac_1_Suite1_Run2_CSAT_GR_Checkshot_Survey.PDF,PDF
well log,log,\Lilac-1\P00596476\Prints\Suite1_Run2\Lilac_1_Suite1_Run2_CSAT_GR_DCS_CS_report.pdf,Lilac_1_Suite1_Run2_CSAT_GR_DCS_CS_report.pdf,pdf
palynology and core data,core,\Lilac-1\P00596476\Prints\Suite1_Run3\Lilac_1_Suite1_Run3_CST_GR_Sidewall_Cores.PDF,Lilac_1_Suite1_Run3_CST_GR_Sidewall_Cores.PDF,PDF
palynology and core data,core,\Lilac-1\P00596476\Prints\Suite1_Run3\Lilac_1_Suite1_Run3_CST_GR_Sidewall_Cores.PDS,Lilac_1_Suite1_Run3_CST_GR_Sidewall_Cores.PDS,PDS
operations and drilling,directional survey,\Lilac-1\P00632208\App_01_Site_Survey\Lilac_1_Site_Survey_Rpt.pdf,Lilac_1_Site_Survey_Rpt.pdf,pdf
well report,well position,\Lilac-1\P00632208\App_02_Positioning_Report\Lilac_1_Final_Positioning_Report.pdf,Lilac_1_Final_Positioning_Report.pdf,pdf
well log,log,\Lilac-1\P00632208\App_03_Details_of_Rig__Drilling_Equipment\Premium_Wilcraft_Equipment_List.pdf,Premium_Wilcraft_Equipment_List.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR01.pdf,Lilac_1_DDR01.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR02.pdf,Lilac_1_DDR02.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR03.pdf,Lilac_1_DDR03.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR04.pdf,Lilac_1_DDR04.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR05.pdf,Lilac_1_DDR05.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR06.pdf,Lilac_1_DDR06.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR07.pdf,Lilac_1_DDR07.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR08.pdf,Lilac_1_DDR08.pdf,pdf
well log,log,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR09.pdf,Lilac_1_DDR09.pdf,pdf
operations and drilling,operations and drilling,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR10.pdf,Lilac_1_DDR10.pdf,pdf
operations and drilling,operations and drilling,\Lilac-1\P00632208\App_04_Daily_Drilling_Reports\Lilac_1_DDR11.pdf,Lilac_1_DDR11.pdf,pdf
